Company,Strategy,Investment Approach,AUM (INR Cr.),1 Month,3 Month,6 Month,1 Year,2 Year,3 Year,4 Year,5 Year,Since Inception
NUVAMA ASSET MANAGEMENT LIMITED INP000007207,MULTI ASSET,Benchmark: NSE Multi Asset Index 1,,2.55,3.6,7.64,8.03,15.35,12.69,10.72,14.66,12.18
PRUDENT INVESTMENT MANAGERS LLP INP000007298,MULTI ASSET,,,,,,,,,,,
PRUDENT INVESTMENT MANAGERS LLP INP000007298,MULTI ASSET,Multi Asset PMS,27.68243,3.98,4.68,12.51,15.26,24.26,21.45,0,0,20.84
PRUDENT INVESTMENT MANAGERS LLP INP000007298,MULTI ASSET,"Benchmark: NSE Multi Asset Index 1 (50%: Nifty 500,40%: Nifty 50 Arbitrage Index,10%: REIT and INVIT)",,2.55,3.6,7.64,8.03,15.35,12.69,0,0,14
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,,,,,,,,,,,
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Dezerv SmartTax Balanced Growth Strategy,28.33858,2.14,3.07,6.61,0,0,0,0,0,10.58
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Benchmark: NSE Multi Asset Index 1,,2.86,3.91,7.97,0,0,0,0,0,9.84
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Dezerv. Capital Reserve Strategy-Multi Asset,47.49896,1.94,4.78,7.87,0,0,0,0,0,6.26
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Benchmark: NSE Multi Asset Index 1,,2.86,3.91,7.97,0,0,0,0,0,8.24
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Dezerv. Dynamic Strategy,61.9863,2.27,4.72,8.57,11.4,18.21,0,0,0,17.93
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Benchmark: NSE Multi Asset Index 1,,2.86,3.91,7.97,8.36,15.53,0,0,0,15.45
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Dezerv. Infra Yield Assets,17.06902,3.06,9.22,18.21,20.85,21.35,0,0,0,18.84
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Benchmark: NSE Multi Asset Index 1,,2.86,3.91,7.97,8.36,15.53,0,0,0,14.23
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Dezerv. IPA aggressive Strategy,8.27579,3.59,5.11,8.88,7.82,19.38,17.32,0,0,17.29
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Benchmark: NSE Multi Asset Index 1,,2.86,3.91,7.97,8.36,15.53,12.8,0,0,13.64
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Dezerv. IPA Balanced Strategy,1.11368,2.13,2.3,5.85,4.97,14.23,13.93,0,0,14.01
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Benchmark: NSE Multi Asset Index 1,,2.86,3.91,7.97,8.36,15.53,12.8,0,0,13.06
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Dezerv. IPA Conservative Strategy,1.42537,1.66,3.37,5.68,9.43,12.87,11.63,0,0,11.37
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Benchmark: NSE Multi Asset Index 1,,2.86,3.91,7.97,8.36,15.53,12.8,0,0,13.58
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Dezerv. IPA Growth Strategy,6.56313,2.9,4.62,8.11,8.04,17.65,15.69,0,0,16.27
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Benchmark: NSE Multi Asset Index 1,,2.86,3.91,7.97,8.36,15.53,12.8,0,0,13.21
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Stability Reserve Strategy,2.69727,0.42,0.99,0,0,0,0,0,0,1.42
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Benchmark: NSE Multi Asset Index 2,,2.9,3.81,0,0,0,0,0,0,2.87
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Strategic Holdings in Natural Elements (SHINE),33.8214,4,23.42,28.12,0,0,0,0,0,29.72
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,MULTI ASSET,Benchmark: NSE Multi Asset Index 1,,2.86,3.91,7.97,0,0,0,0,0,11.74
NEO Asset Management Private Limited INP000007641,MULTI ASSET,,,,,,,,,,,
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Neo Core Multi Asset Capital Compounder Strategy,441.76,1.99,0,0,0,0,0,0,0,1.81
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Benchmark: Nifty Multi Asset Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,0,0,0,0,0,0,0,3.23
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Neo Multi Asset Aggressive Strategy,30.85,3,0,0,0,0,0,0,0,8.86
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Benchmark: Nifty Multi Asset Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,0,0,0,0,0,0,0,3.21
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Neo Multi Asset Moderate Strategy,200.76,1.88,6.82,0,0,0,0,0,0,6.82
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Benchmark: Nifty Multi Asset Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,0,0,0,0,0,0,3.49
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Neo Multi Asset Structure Investment Product - Aggressive Portfolio,23.99,2.18,-2.52,10.41,1.81,13.92,0,0,0,12.04
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Benchmark: Nifty Multi Asset Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,7.58,8.09,15.51,0,0,0,14.37
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Neo Multi Asset Structure Investment Product - Moderately Aggressive Portfolio,25,1.07,-0.8,7.86,4.89,0,0,0,0,14.48
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Benchmark: Nifty Multi Asset Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,7.58,8.09,0,0,0,0,12.11
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Neo Multi Asset Structure Investment Product - Moderately Conservative Portfolio,5.18,0.4,-1.18,2.89,8.34,9.19,0,0,0,9.06
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Benchmark: Nifty Multi Asset Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,7.58,8.09,15.51,0,0,0,14.31
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Neo Multi Asset Structure Investment Product - Moderately Portfolio,2.32,0.89,-2.91,5.73,2.53,12.79,0,0,0,12.61
NEO Asset Management Private Limited INP000007641,MULTI ASSET,Benchmark: Nifty Multi Asset Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,7.58,8.09,15.51,0,0,0,13.73
Vallum Capital Advisors Private Limited INP000007650,MULTI ASSET,,,,,,,,,,,
Vallum Capital Advisors Private Limited INP000007650,MULTI ASSET,Vallum India Multi-Activa Strategy,1.19,0.95,10.65,18.51,0,0,0,0,0,19.12
Vallum Capital Advisors Private Limited INP000007650,MULTI ASSET,Benchmark: NIFTY MULTI ASSET-EQUITY : ARBITRAGE : REITS/INVITS (50:40:10),,2.55,3.6,7.64,0,0,0,0,0,8.59
Waterfield Financial and Investment Advisors Private Limited INP000007818,MULTI ASSET,,,,,,,,,,,
Waterfield Financial and Investment Advisors Private Limited INP000007818,MULTI ASSET,NUCLEUS MULTI ASSET CAPITAL COMPOUNDER,361.92,2.47,5.35,10.38,10.79,16.81,0,0,0,13.85
Waterfield Financial and Investment Advisors Private Limited INP000007818,MULTI ASSET,Benchmark: Nifty Multi Asset Index 2,,2.58,3.49,7.58,8.09,15.51,0,0,0,14.23
Waterfield Financial and Investment Advisors Private Limited INP000007818,MULTI ASSET,NUCLEUS MULTI ASSET LIFESTYLE MAINTAINER,123.19,2.85,5.11,10.01,0,0,0,0,0,15.03
Waterfield Financial and Investment Advisors Private Limited INP000007818,MULTI ASSET,Benchmark: Nifty Multi Asset Index 2,,2.58,3.49,7.58,0,0,0,0,0,10.08
Waterfield Financial and Investment Advisors Private Limited INP000007818,MULTI ASSET,NUCLEUS MULTI-ASSET PURCHASING POWER PRESERVER,8.1,3.23,9.68,18.8,0,0,0,0,0,20.21
Waterfield Financial and Investment Advisors Private Limited INP000007818,MULTI ASSET,Benchmark: Nifty Multi Asset Index 2,,2.58,3.49,7.58,0,0,0,0,0,11.03
ASK Wealth Advisors Private Limited INP000007827,MULTI ASSET,,,,,,,,,,,
ASK Wealth Advisors Private Limited INP000007827,MULTI ASSET,ASK Wealth Core Aggressive,21.46,2.63,4.27,9.13,6.93,16.16,14.57,0,0,15.48
ASK Wealth Advisors Private Limited INP000007827,MULTI ASSET,Benchmark: NSE Multi Asset Index I,,2.55,3.6,7.64,8.03,15.35,12.69,0,0,12.36
ASK Wealth Advisors Private Limited INP000007827,MULTI ASSET,ASK Wealth Core Balanced,6.67,2.21,6.29,10.03,13.08,18.73,0,0,0,16.87
ASK Wealth Advisors Private Limited INP000007827,MULTI ASSET,Benchmark: NSE Multi Asset Index I,,2.55,3.6,7.64,8.03,15.35,0,0,0,14.48
ASK Wealth Advisors Private Limited INP000007827,MULTI ASSET,ASK Wealth Harmony Aggressive,84.87,2.78,5.7,10.89,10.13,19.96,16.5,11.16,0,11.27
ASK Wealth Advisors Private Limited INP000007827,MULTI ASSET,Benchmark: NSE Multi Asset Index I,,2.55,3.6,7.64,8.03,15.35,12.69,10.72,0,11.47
ASK Wealth Advisors Private Limited INP000007827,MULTI ASSET,ASK Wealth Harmony Balanced,26.23,1.92,6.62,10.18,14.18,16.63,12.93,9.12,0,9.09
ASK Wealth Advisors Private Limited INP000007827,MULTI ASSET,Benchmark: NSE Multi Asset Index I,,2.55,3.6,7.64,8.03,15.35,12.69,10.72,0,11.61
ASK Wealth Advisors Private Limited INP000007827,MULTI ASSET,ASK Wealth Harmony Conservative,0.68,1.47,4.9,7.16,12.01,13.52,10.92,8.57,0,7.65
ASK Wealth Advisors Private Limited INP000007827,MULTI ASSET,Benchmark: NSE Multi Asset Index I,,2.55,3.6,7.64,8.03,15.35,12.69,10.72,0,12.23
MAXIOM ASSET MANAGEMENT PRIVATE LIMITED INP000007881,MULTI ASSET,,,,,,,,,,,
MAXIOM ASSET MANAGEMENT PRIVATE LIMITED INP000007881,MULTI ASSET,Maxiom PMS - DIAMOND Diversified Mutual Funds Retirement Planning,1.52,1.9,2.34,2.82,0,0,0,0,0,7.15
MAXIOM ASSET MANAGEMENT PRIVATE LIMITED INP000007881,MULTI ASSET,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,0,0,0,0,0,10.4
Wryght Research and Capital Private Limited INP000007979,MULTI ASSET,,,,,,,,,,,
Wryght Research and Capital Private Limited INP000007979,MULTI ASSET,Wright Multi Asset Portfolio,0.3844,2.49,-0.72,1.26,0,0,0,0,0,-6.42
Wryght Research and Capital Private Limited INP000007979,MULTI ASSET,Benchmark: S and P BSE 500 Total Return Index,,4.27,3.72,8.33,0,0,0,0,0,2.64
Tamohara Investment Managers Private Limited INP000008020,MULTI ASSET,,,,,,,,,,,
Tamohara Investment Managers Private Limited INP000008020,MULTI ASSET,SAPIENT TAMOHARA MULTI ASSET STRATEGY,17.79,4.18,5.07,8.86,8.26,15.8,13.72,9.72,13.78,8.16
Tamohara Investment Managers Private Limited INP000008020,MULTI ASSET,Benchmark: NSE MAI 2,,2.58,3.49,7.58,8.09,15.51,12.74,10.64,14.66,13.19
Tamohara Investment Managers Private Limited INP000008020,MULTI ASSET,TAMOHARA MULTI ASSET STRATEGY,139.19,3.57,4.46,8.66,11.35,11.58,11.72,9.52,13.64,11.26
Tamohara Investment Managers Private Limited INP000008020,MULTI ASSET,Benchmark: NSE MAI 2,,2.58,3.49,7.58,8.09,15.51,12.74,10.64,14.66,16.17
Citrus Advisors Private Limited INP000008206,MULTI ASSET,,,,,,,,,,,
Citrus Advisors Private Limited INP000008206,MULTI ASSET,CITRUS WEALTH FUSION FUND,2.10111,3.56,4.29,0,0,0,0,0,0,5.61
Citrus Advisors Private Limited INP000008206,MULTI ASSET,Benchmark: NIFTY50(TRI),,4.62,4.15,0,0,0,0,0,0,4.01
PROFITGATE CAPITAL SERVICES LLP INP000008233,MULTI ASSET,,,,,,,,,,,
PROFITGATE CAPITAL SERVICES LLP INP000008233,MULTI ASSET,ProfitGate Treasury Direct MultiAsset Strategy,91.60157,2.93,5.03,11.15,13.89,0,0,0,0,11.52
PROFITGATE CAPITAL SERVICES LLP INP000008233,MULTI ASSET,Benchmark: Nifty Multi Asset - Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,7.58,8.09,0,0,0,0,11.59
LGT Wealth India Private Limited INP000008376,MULTI ASSET,,,,,,,,,,,
LGT Wealth India Private Limited INP000008376,MULTI ASSET,LGT Curate,93.37,1.47,0,0,0,0,0,0,0,1.54
LGT Wealth India Private Limited INP000008376,MULTI ASSET,Benchmark: Nifty Multi Asset - Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,0,0,0,0,0,0,0,2.12
LGT Wealth India Private Limited INP000008376,MULTI ASSET,LINEA,0,0,0,0,-13.23,0,0,0,0,2.22
LGT Wealth India Private Limited INP000008376,MULTI ASSET,Benchmark: Nifty Multi Asset - Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,7.58,8.09,0,0,0,0,12.11
LATENT ADVISORS LLP INP000008437,MULTI ASSET,,,,,,,,,,,
LATENT ADVISORS LLP INP000008437,MULTI ASSET,LATENT CASH MANAGEMENT SCHEME,14.52,0.37,0.88,2.17,4.19,0,0,0,0,8.16
LATENT ADVISORS LLP INP000008437,MULTI ASSET,Benchmark: NSE Multi Asset Index 2,,2.58,3.49,7.58,8.09,0,0,0,0,11.68
LATENT ADVISORS LLP INP000008437,MULTI ASSET,LATENT MULTI ASSET SCHEME,41.77,2.93,4.44,7.73,10.71,0,0,0,0,11.26
LATENT ADVISORS LLP INP000008437,MULTI ASSET,Benchmark: NSE Multi Asset Index 2,,2.58,3.49,7.58,8.09,0,0,0,0,11.68
TRADESWIFT BROKING PRIVATE LIMITED INP000008446,MULTI ASSET,,,,,,,,,,,
TRADESWIFT BROKING PRIVATE LIMITED INP000008446,MULTI ASSET,DYNAMIC GEMS,59.26,2.41,1.74,15.65,-0.12,0,0,0,0,16.12
TRADESWIFT BROKING PRIVATE LIMITED INP000008446,MULTI ASSET,Benchmark: NIFTY MULTI ASSET - EQUITY : DEBT : ARBITRAGE : RE,,2.58,3.49,7.58,8.09,0,0,0,0,10.53
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,,,,,,,,,,,
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,FULL Series 1,9.04,-10.11,-17.98,-14.71,0,0,0,0,0,-9.6
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,Benchmark: NSE Multi Asset Index 2,,2.58,3.49,7.58,0,0,0,0,0,9.44
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,FULL Series 2,8.64,0,0,0,0,0,0,0,0,0
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,Benchmark: NSE Multi Asset Index 2,,0,0,0,0,0,0,0,0,0.36
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,FULL Series 3,50.09,0,0,0,0,0,0,0,0,-0.04
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,Benchmark: NSE Multi Asset Index 2,,2.58,0,0,0,0,0,0,0,3.11
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,FULL Series 4,10.71,0,0,0,0,0,0,0,0,0.81
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,Benchmark: NSE Multi Asset Index 2,,0,0,0,0,0,0,0,0,0.49
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,FULL Series 5,10.18,0,0,0,0,0,0,0,0,-0.46
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,Benchmark: NSE Multi Asset Index 2,,0,0,0,0,0,0,0,0,0.49
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,FULL Series 6,52.79,3.72,0,0,0,0,0,0,0,3.69
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,MULTI ASSET,Benchmark: NSE Multi Asset Index 2,,2.58,0,0,0,0,0,0,0,3.28
Xponent Tribe LLP INP000008516,MULTI ASSET,,,,,,,,,,,
Xponent Tribe LLP INP000008516,MULTI ASSET,XPONENT TRIBE LLP - XPONENT TRIBE MANAGED WEALTH PORTFOLIO,27.92297,8.79,8.58,25.39,0,0,0,0,0,28.62
Xponent Tribe LLP INP000008516,MULTI ASSET,"Benchmark: NSE Multi Asset Index 1 (50%: Nifty 500,40%: Nifty 50 Arbitrage Index,10%: REIT and INVIT)",,2.55,3.6,7.64,0,0,0,0,0,12.66
Xponent Tribe LLP INP000008516,MULTI ASSET,XPONENT TRIBE LLP - XPONENT TRIBE YIELD PORTFOLIO,5.81922,3.46,9.94,22.96,19.16,0,0,0,0,19.88
Xponent Tribe LLP INP000008516,MULTI ASSET,Benchmark: COMPOSITEBOND,,0.68,0.85,1.89,7.3,0,0,0,0,7.27
Fortune Wealth Management Company India Private Limited INP000008622,MULTI ASSET,,,,,,,,,,,
Fortune Wealth Management Company India Private Limited INP000008622,MULTI ASSET,QUANTITATIVE ALPHA FUND,24.09,3.93,1.57,6.7,0,0,0,0,0,13.12
Fortune Wealth Management Company India Private Limited INP000008622,MULTI ASSET,Benchmark: S and P BSE 500 TRI,,4.27,3.72,8.33,0,0,0,0,0,18.1
Tailwind Financial Services Private Limited INP000008871,MULTI ASSET,,,,,,,,,,,
Tailwind Financial Services Private Limited INP000008871,MULTI ASSET,Tailwind Capital Shield PMS,0.32148,-0.68,0,0,0,0,0,0,0,-0.68
Tailwind Financial Services Private Limited INP000008871,MULTI ASSET,Benchmark: NSEMULTIASS,,2.55,0,0,0,0,0,0,0,2.65
Tailwind Financial Services Private Limited INP000008871,MULTI ASSET,Tailwind Capital Surge PMS,4.15037,1.65,0,0,0,0,0,0,0,1.65
Tailwind Financial Services Private Limited INP000008871,MULTI ASSET,Benchmark: NSEMULTIASS,,2.55,0,0,0,0,0,0,0,2.65
ELEVER INVESTMENT ADVISER PRIVATE LIMITED INP000008905,MULTI ASSET,,,,,,,,,,,
ELEVER INVESTMENT ADVISER PRIVATE LIMITED INP000008905,MULTI ASSET,ELEVER INVESTMENT ADVISER PRIVATE LIMITED - FACTORCAPRO PMS,3.4,0.99,1.68,0,0,0,0,0,0,1.81
ELEVER INVESTMENT ADVISER PRIVATE LIMITED INP000008905,MULTI ASSET,Benchmark: Nifty Multi Asset - Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,0,0,0,0,0,0,2.5
ELEVER INVESTMENT ADVISER PRIVATE LIMITED INP000008905,MULTI ASSET,ELEVER INVESTMENT ADVISOR PRIVATE LIMITED -FACTORINCOME PMS,8.54,2.58,4.42,5.96,8.21,0,0,0,0,6.29
ELEVER INVESTMENT ADVISER PRIVATE LIMITED INP000008905,MULTI ASSET,Benchmark: Nifty Multi Asset - Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,7.58,8.09,0,0,0,0,5.79
Unicorn Investment Managers LLP INP000008923,MULTI ASSET,,,,,,,,,,,
Unicorn Investment Managers LLP INP000008923,MULTI ASSET,UNICORN ASSET ALLOCATION GROWTH PORTFOLIO,1.12,2.53,2.72,2.89,2.2,0,0,0,0,1.69
Unicorn Investment Managers LLP INP000008923,MULTI ASSET,Benchmark: Nifty Multi Asset - Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,7.58,8.09,0,0,0,0,8.04
Unicorn Investment Managers LLP INP000008923,MULTI ASSET,UNICORN CUSTOM PORTFOLIO,22.88,-3.33,-7.68,-4.6,-20.72,0,0,0,0,-19.61
Unicorn Investment Managers LLP INP000008923,MULTI ASSET,Benchmark: Nifty Multi Asset - Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,7.58,8.09,0,0,0,0,8.32
Unicorn Investment Managers LLP INP000008923,MULTI ASSET,UNICORN MULTI-ASSET ALPHA PORTFOLIO,2.24,4.69,9.65,17.34,13.19,0,0,0,0,13.08
Unicorn Investment Managers LLP INP000008923,MULTI ASSET,Benchmark: Nifty Multi Asset - Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,7.58,8.09,0,0,0,0,8.32
PL Asset Management Private Limited INP000009001,MULTI ASSET,,,,,,,,,,,
PL Asset Management Private Limited INP000009001,MULTI ASSET,MADP ALPHA (TWRR Unitised),2.23953,3.2,3.5,13.52,3.53,15.7,0,0,0,14.68
PL Asset Management Private Limited INP000009001,MULTI ASSET,Benchmark: Nifty Multi Asset Index,,2.55,3.6,7.64,8.03,15.34,0,0,0,13.7
PL Asset Management Private Limited INP000009001,MULTI ASSET,MULTI ASSET DYNAMIC PORTFOLIO (TWRR Unitised),17.83944,3.99,7.04,11.21,10.65,16.37,14.81,10.54,0,10.23
PL Asset Management Private Limited INP000009001,MULTI ASSET,Benchmark: Nifty Multi Asset Index,,2.55,3.6,7.64,8.03,15.34,12.68,10.72,0,11.65
ArthAlpha LLP INP000009038,MULTI ASSET,,,,,,,,,,,
ArthAlpha LLP INP000009038,MULTI ASSET,ARTHALPHA SIGNATURE WEALTH,5.93407,2.9,3.16,4.49,0,0,0,0,0,5.57
ArthAlpha LLP INP000009038,MULTI ASSET,"Benchmark: NSE Multi Asset Index 1 (50%: Nifty 500,40%: Nifty 50 Arbitrage Index,10%: REIT and INVIT)",,2.55,3.6,7.64,0,0,0,0,0,11.46
Ironclad Asset Management LLP INP000009074,MULTI ASSET,,,,,,,,,,,
Ironclad Asset Management LLP INP000009074,MULTI ASSET,Ironclad Multi Asset Scheme,1.54,3.72,3.23,8.65,0,0,0,0,0,12.41
Ironclad Asset Management LLP INP000009074,MULTI ASSET,Benchmark: Nifty Multi Asset - Equity : Debt : Arbitrage : REITs/InvITs (50:20:20:10) Index,,2.58,3.49,7.58,0,0,0,0,0,14.45
Angel One Investment Managers and Advisors Private Limited INP000009117,MULTI ASSET,,,,,,,,,,,
Angel One Investment Managers and Advisors Private Limited INP000009117,MULTI ASSET,Ionic Allocate Portfolio-Aggressive,30.23,3.06,6.77,13.86,0,0,0,0,0,15.05
Angel One Investment Managers and Advisors Private Limited INP000009117,MULTI ASSET,Benchmark: NSE Multi Asset Index 1,,2.55,3.6,7.64,0,0,0,0,0,10.38
PLUSWEALTH CAPITAL MANAGEMENT LLP INP000009144,MULTI ASSET,,,,,,,,,,,
PLUSWEALTH CAPITAL MANAGEMENT LLP INP000009144,MULTI ASSET,PLUSWEALTH CAPITAL - PlusWealth Fusion,2.78006,0,0,0,0,0,0,0,0,4.29
PLUSWEALTH CAPITAL MANAGEMENT LLP INP000009144,MULTI ASSET,"Benchmark: NSE Multi Asset Index 2(50%NIFTY 500,20%NIFTY Medium Duration,20%NIFTY Arbitrage,10%INVIT/REIT)",,0,0,0,0,0,0,0,0,1.52
DV INVESTMENT ADVISORS LLP INP000009515,MULTI ASSET,,,,,,,,,,,
DV INVESTMENT ADVISORS LLP INP000009515,MULTI ASSET,DVIA Bespoke All-Weather Portfolio,36.58641,1.29,0,0,0,0,0,0,0,0.49
DV INVESTMENT ADVISORS LLP INP000009515,MULTI ASSET,"Benchmark: NSE Multi Asset Index 2(50%NIFTY 500,20%NIFTY Medium Duration,20%NIFTY Arbitrage,10%INVIT/REIT)",,2.58,0,0,0,0,0,0,0,3.57
SINCERE SYNDICATION AND CORPORATE SERVICES LLP INP200007803,MULTI ASSET,,,,,,,,,,,
SINCERE SYNDICATION AND CORPORATE SERVICES LLP INP200007803,MULTI ASSET,FIXED INCOME PLUS FUND,33.26813,1.65,2.59,5.63,3.27,8.86,0,0,0,9.38
SINCERE SYNDICATION AND CORPORATE SERVICES LLP INP200007803,MULTI ASSET,"Benchmark: NSE Multi Asset Index 2(50%NIFTY 500,20%NIFTY Medium Duration,20%NIFTY Arbitrage,10%INVIT/REIT)",,2.58,3.49,7.58,8.09,15.51,0,0,0,15
Shree Rama Managers LLP INP300007341,MULTI ASSET,,,,,,,,,,,
Shree Rama Managers LLP INP300007341,MULTI ASSET,SHREE DYNAMIC PLAN,15.12,3.98,3.18,5.37,4.63,10.71,0,0,0,12.64
Shree Rama Managers LLP INP300007341,MULTI ASSET,Benchmark: NSE Multi Asset Index 2: Composition 50 percent NIFTY 500 20 percent NIFTY Medium Duration Index 20 percent NIFTY Arbitrage index 10 percent INVIT REIT,,2.58,3.49,7.58,8.09,15.51,0,0,0,15.7
Shree Rama Managers LLP INP300007341,MULTI ASSET,SHREE STP,5.74,0.41,1.08,1.79,3.71,4.92,5.28,0,0,5.19
Shree Rama Managers LLP INP300007341,MULTI ASSET,Benchmark: NSE Multi Asset Index 2: Composition 50 percent NIFTY 500 20 percent NIFTY Medium Duration Index 20 percent NIFTY Arbitrage index 10 percent INVIT REIT,,2.58,3.49,7.58,8.09,15.51,12.74,0,0,14.05
Shree Rama Managers LLP INP300007341,MULTI ASSET,SHREE WEALTH BUILDER PLAN,37.54,3.47,3.85,8.81,8.36,20.65,18.08,0,0,14.5
Shree Rama Managers LLP INP300007341,MULTI ASSET,Benchmark: NSE Multi Asset Index 2: Composition 50 percent NIFTY 500 20 percent NIFTY Medium Duration Index 20 percent NIFTY Arbitrage index 10 percent INVIT REIT,,2.58,3.49,7.58,8.09,15.51,12.74,0,0,11.1
HDFC ASSET MANAGEMENT COMPANY LIMITED INP000000506,HYBRID,,,,,,,,,,,
HDFC ASSET MANAGEMENT COMPANY LIMITED INP000000506,HYBRID,Diversified Portfolio - Hybrid,38.8,1.59,2.1,5.05,9.07,12.38,11.11,9.19,9.58,8.77
HDFC ASSET MANAGEMENT COMPANY LIMITED INP000000506,HYBRID,Benchmark: Nifty 50 Hybrid Composite,,2.63,2.3,4.06,7.29,12.89,10.98,8.89,12.33,11.2
SBI FUNDS MANAGEMENT LIMITED INP000000852,HYBRID,,,,,,,,,,,
SBI FUNDS MANAGEMENT LIMITED INP000000852,HYBRID,PMS Services to PF and Institutional Treasuries (Hybrid),1080.001,1.56,2.15,4.69,6.57,8.66,8.34,0,0,7.46
SBI FUNDS MANAGEMENT LIMITED INP000000852,HYBRID,Benchmark: NIFTY 50 Hybrid Composite Debt 50:50 Index,,2.63,2.3,4.06,7.29,12.88,10.98,0,0,9.86
BONANZA PORTFOLIO LIMITED INP000000985,HYBRID,,,,,,,,,,,
BONANZA PORTFOLIO LIMITED INP000000985,HYBRID,BONANZA PRUDENTIA,5.66,1.59,1.48,4.7,0,0,0,0,0,6.35
BONANZA PORTFOLIO LIMITED INP000000985,HYBRID,Benchmark: NIFTY 50 Hybrid Composite Debt 50:50 Index,,2.63,2.3,4.06,0,0,0,0,0,7.23
